,Pts,Gm1,Gm2,Set1,Set2,Serving,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
156,40-15,4,3,0,0,ND,"6n,",5,b18,f2,f3,b2,b;2,f2,b2,b3,b2,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,40-30,4,3,0,0,ND,5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,0-0,4,4,0,0,TF,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,15-0,4,4,0,0,TF,6,r39,b3,s2,f2,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,15-15,4,4,0,0,TF,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,30-15,4,4,0,0,TF,"6d,",4,b37,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,30-30,4,4,0,0,TF,"6w,",5,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,40-30,4,4,0,0,TF,4,s28,f1,f2,f1,f1,f1,f2,b3,s2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,0-0,5,4,0,0,ND,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,15-0,5,4,0,0,ND,"6w,",6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,30-0,5,4,0,0,ND,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,40-0,5,4,0,0,ND,c6,r3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,0-0,5,5,0,0,TF,"6w,",5,f27,f2,f3,b2,s2,b2,s3,b2,s2,f1,f2,b3,b3,b2,f2,f1,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,15-0,5,5,0,0,TF,"4d,",5,b29,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,15-15,5,5,0,0,TF,"6n,",5,b28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,15-30,5,5,0,0,TF,6,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,30-30,5,5,0,0,TF,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,40-30,5,5,0,0,TF,"4w,",5,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,0-0,6,5,0,0,ND,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,15-0,6,5,0,0,ND,"4n,",5,b28,f3,b2,b3,b3,b2,f3,b3,b1,f2,f1,f2,f3,b3,s3,s-1,f3,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,30-0,6,5,0,0,ND,4,f37,s3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,30-15,6,5,0,0,ND,5,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,40-15,6,5,0,0,ND,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,0-0,6,6,0,0,TF,4,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0-1,6,6,0,0,ND,5,b28,f1,f1,f3,b2,f3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1-1,6,6,0,0,ND,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1-2,6,6,0,0,TF,6,r27,u+3,s3,z2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2-2,6,6,0,0,TF,4,f28,b1,r2,f1,f1,f2,f2,f1,f1,f1,f1,f3,b3,f3,b3,f3,s2,f1,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,3-2,6,6,0,0,ND,"4n,",6,f38,b1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,3-3,6,6,0,0,ND,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,3-4,6,6,0,0,TF,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,4-4,6,6,0,0,TF,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,4-5,6,6,0,0,ND,4,b27,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,5-5,6,6,0,0,ND,4,f17,b3,b2,f1,f2,f+3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,5-6,6,6,0,0,TF,4,s38,f1,f2,f2,b3,b2,s2,f1,f1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,0-0,0,0,0,1,ND,4,f18,f3,b2,y1,f1,f2,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,0-15,0,0,0,1,ND,6,r28,f1,f2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,0-30,0,0,0,1,ND,"4n,",5,b38,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,15-30,0,0,0,1,ND,6,f28,b3,b3,b1,f1,f2,f1,f1,f1,r2,b+3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,15-40,0,0,0,1,ND,4,r28,b3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,0-0,1,0,0,1,TF,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,15-0,1,0,0,1,TF,6,r29,f1,f1,f1,r2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,30-0,1,0,0,1,TF,"4n,",5,b28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,30-15,1,0,0,1,TF,"4n,",5,b28,f1,f2,f3,s3,b3,b2,f2,f2,b2,s2,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,40-15,1,0,0,1,TF,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,0-0,2,0,0,1,ND,6,b28,f+3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,15-0,2,0,0,1,ND,"4n,",6,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,30-0,2,0,0,1,ND,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,40-0,2,0,0,1,ND,4+,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,0-0,2,1,0,1,TF,5,s38,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,15-0,2,1,0,1,TF,"4n,",6,f28,b3,s3,b3,b2,b2,f1,f2,f3,b1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,30-0,2,1,0,1,TF,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,40-0,2,1,0,1,TF,5,f;37,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,0-0,3,1,0,1,ND,"4w,",4,f28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,15-0,3,1,0,1,ND,4+,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,30-0,3,1,0,1,ND,4+,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,40-0,3,1,0,1,ND,"6w,",5,f28,f1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,0-0,3,2,0,1,TF,6,b28,b1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,15-0,3,2,0,1,TF,6,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,30-0,3,2,0,1,TF,6,s27,f+1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,30-15,3,2,0,1,TF,5,r28,f2,f2,b3,s3,f1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,40-15,3,2,0,1,TF,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,0-0,4,2,0,1,ND,"4x,",6,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,15-0,4,2,0,1,ND,"4n,",6,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,30-0,4,2,0,1,ND,"4w,",4,f18,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,30-15,4,2,0,1,ND,"4d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,30-30,4,2,0,1,ND,4+,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,40-30,4,2,0,1,ND,4,b28,f3,b3,b1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,0-0,4,3,0,1,TF,"4n,",5,f18,f2,f2,f1,f1,f2,b3,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,0-15,4,3,0,1,TF,4,s19,f1,f2,b;3,s3,b2,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,0-30,4,3,0,1,TF,4,r27,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,15-30,4,3,0,1,TF,4,s38,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,30-30,4,3,0,1,TF,4,r17,f+3,b3,z^2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,40-30,4,3,0,1,TF,"6d,",6,f38,b+3,s1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,0-0,5,3,0,1,ND,4+,f28,i3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,0-15,5,3,0,1,ND,6,f29,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,0-30,5,3,0,1,ND,6,b37,s3,f1,f2,b3,b1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,15-30,5,3,0,1,ND,6,f28,f3,s2,f3,b2,b2,f1,f3,b2,f1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,30-30,5,3,0,1,ND,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,40-30,5,3,0,1,ND,4,b29,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,40-40,5,3,0,1,ND,"4n,",5,b28,b3,b3,b2,f2,f;3,b-3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,AD-40,5,3,0,1,ND,"4n,",4,b28,b2,f1,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,0-0,5,4,0,1,TF,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,15-0,5,4,0,1,TF,5,f28,b2,s2,f3,b2,f2,f1,f1,f2,b3,b2,f2,f2,b3,s3,b3,b2,b3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,15-15,5,4,0,1,TF,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,30-15,5,4,0,1,TF,6,f27,f1,f2,b2,b2,b2,f1,f2,f2,f2,f2,b2,f1,f1,f1,f3,s2,b3,b1,f1,f3,b3,s3,f3,b1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,30-30,5,4,0,1,TF,6,s37,b+1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,30-40,5,4,0,1,TF,"4n,",4,b28,b2,b2,f1,f3,b3,s2,f2,f3,b2,s1,f2,b3,s2,s3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,0-0,5,5,0,1,ND,c6,b28,f1,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,0-15,5,5,0,1,ND,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,15-15,5,5,0,1,ND,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,30-15,5,5,0,1,ND,4,b38,f1,f2,j1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,40-15,5,5,0,1,ND,"6w,",6,b28,f1,f1,f3,b3,s2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,0-0,5,6,0,1,TF,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,15-0,5,6,0,1,TF,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,30-0,5,6,0,1,TF,"6w,",5,f28,b3,s3,b3,s3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,30-15,5,6,0,1,TF,4,b28,b3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,40-15,5,6,0,1,TF,"4d,",5,f28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,40-30,5,6,0,1,TF,6,r28,f1,f2,f3,b3,b3,b3,b2,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,0-0,6,6,0,1,ND,6,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,0-1,6,6,0,1,TF,"c4d,",4,b38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,0-2,6,6,0,1,TF,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2-1,6,6,0,1,ND,4,b39,f3,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,2-2,6,6,0,1,ND,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,2-3,6,6,0,1,TF,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,3-3,6,6,0,1,TF,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,3-4,6,6,0,1,ND,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,4-4,6,6,0,1,ND,"6d,",4,f27,f3,b3,b1,f2,f1,r2,f+3,b3,i3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,4-5,6,6,0,1,TF,4,s39,f2,f2,f1,f2,b3,s3,f1,f1,f2,b2,b2,f1,f1,f3,b3,b2,y2,r3,b1,v^1,r3,m1,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,5-5,6,6,0,1,TF,4,f28,b2,s+3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,6-5,6,6,0,1,ND,"6n,",6,f27,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,6-6,6,6,0,1,ND,6,s28,j+3,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,6-7,6,6,0,1,TF,6,f28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,0-0,0,0,0,0,ND,"6n,",4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,15-0,0,0,0,0,ND,6,f39,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,15-15,0,0,0,0,ND,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,30-15,0,0,0,0,ND,6,f28,s2,b2,f3,b3,b3,b3,s2,s2,b1,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,30-30,0,0,0,0,ND,6,b17,f1,f2,b3,b3,b2,f;3,b3,b3,b1,f2,f3,b3,f3,s2,f3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,40-30,0,0,0,0,ND,"6w,",5,b28,f1,f1,f2,b2,f3,b3,b2,f1,f2,b;2,s+3,s1,v3,b3,z2,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,40-40,0,0,0,0,ND,4,f17,f+3,b1,v^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,AD-40,0,0,0,0,ND,"6w,",5,b29,f2,f2,b2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,0-0,1,0,0,0,DM,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,15-0,1,0,0,0,DM,"4d,",6,f28,b2,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,30-0,1,0,0,0,DM,"6n,",5,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,40-0,1,0,0,0,DM,4+,b28,z1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,40-15,1,0,0,0,DM,6,b29,b2,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,40-30,1,0,0,0,DM,"4n,",4,b38,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,40-40,1,0,0,0,DM,4,f28,b+3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,AD-40,1,0,0,0,DM,6,f39,b3,b+1,f1,h3,b3,z^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,40-40,1,0,0,0,DM,"6d,",4,f17,f1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,AD-40,1,0,0,0,DM,"4w,",4,b28,f2,b2,f1,f1,f1,f2,b3,s3,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,40-40,1,0,0,0,DM,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,AD-40,1,0,0,0,DM,"6d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,40-40,1,0,0,0,DM,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,AD-40,1,0,0,0,DM,"4w,",4,b39,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,40-40,1,0,0,0,DM,4,f29,b3,s2,f3,s2,f1,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,AD-40,1,0,0,0,DM,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,0-0,1,1,0,0,ND,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,15-0,1,1,0,0,ND,4,b29,f2,f2,b2,f3,b2,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,30-0,1,1,0,0,ND,"6d,",5,b28,b2,b3,b3,b2,b2,b3,b1,r2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,40-0,1,1,0,0,ND,"c4n,",6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,0-0,2,1,0,0,DM,"4x,",4,f28,b2,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,0-15,2,1,0,0,DM,4,b29,f3,b1,f1,f3,b2,s2,s1,f1,f1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,15-15,2,1,0,0,DM,"6d,",c5,b29,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,15-30,2,1,0,0,DM,4,b29,f2,b2,b2,s2,b3,s2,b3,y3,b-3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,30-30,2,1,0,0,DM,4,f19,f3,s3,b3,s3,b3,b2,f3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,40-30,2,1,0,0,DM,4+,b28,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,0-0,2,2,0,0,ND,4+,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,15-0,2,2,0,0,ND,5,r39,f3,b2,f2,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,30-0,2,2,0,0,ND,"4w,",4,f29,b2,b1,f1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,40-0,2,2,0,0,ND,6+,f28,i-2,m2,o-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,0-0,3,2,0,0,DM,"6n,",5,f17,f2,b3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,15-0,3,2,0,0,DM,6,f29,f1,f2,y1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,15-15,3,2,0,0,DM,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,30-15,3,2,0,0,DM,"4d,",4,b39,b3,b2,f2,b3,b3,s3,s2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,30-30,3,2,0,0,DM,4,f27,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,30-40,3,2,0,0,DM,4,b29,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,40-40,3,2,0,0,DM,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,AD-40,3,2,0,0,DM,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,0-0,3,3,0,0,ND,4,f17,f2,b2,f2,f2,b2,f1,f1,f2,s3,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,15-0,3,3,0,0,ND,4,b38,y+3,b-1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,30-0,3,3,0,0,ND,"6d,",4,f;28,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,30-15,3,3,0,0,ND,"4w,",5,b29,f3,b3,f3,b3,b3,b3,b2,b3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,30-30,3,3,0,0,ND,"4n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,30-40,3,3,0,0,ND,"4w,",5,b28,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
